"weekday","hour","useragent","region","city","adexchange","domain","slotid","slotwidth","slotheight","slotvisibility","slotformat","slotprice","creative","keypage","click"
"4","15","mac_safari","65","66","3","3FKElpuEMusyJqKbuKz","Fashion_F_Rectangle","300","250","0","0","50","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"4","11","windows_chrome","374","377","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"1","22","windows_chrome","276","288","1","trqRTummPvas1m58uG","mm_10058411_2865562_9929053","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"6","17","windows_ie","94","105","3","5F1RQS9rg5scFsf","News_F_Rectangle","300","250","0","0","80","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"2","18","windows_ie","216","219","1","d9fe491e66e8305472e1cc9e03ac51f","mm_10839307_2308336_9004871","250","250","FourthView","Na","0","7321","null","0"
"4","19","windows_chrome","216","223","1","de6d8b674cde8053f9c5c082d1c3032e","mm_29956308_3002961_10147872","760","90","FifthView","Na","0","7331","null","0"
"1","22","windows_ie","80","85","1","trqRTJB8XN1N1m58uG","mm_11029759_2321526_9741081","950","90","2","1","0","cc9b344e950b4f8c2b96537174a343b7","d29e59bf0f7f8243858b8183f14d4412","0"
"4","13","windows_chrome","183","192","2","519SqyTajq1SXqKfadpEN0","1228967096","728","90","2","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"6","23","windows_chrome","1","1","2","trqRTusRQ9uYFmC4uSFK","1310943525","728","90","1","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"2","19","windows_ie","216","219","1","trqRTuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","0","windows_chrome","201","208","1","trqRTJnIMTKI1m58uG","mm_29394861_2683020_9680940","950","90","1","1","0","23d6dade7ed21cea308205b37594003e","b2e35064f3549d447edbbdfb1f707c8c","0"
"5","18","windows_ie","0","0","3","a0d5ca0e94412540dd31acbd5b991fb3","discuz_18316225_004","728","90","Na","Na","20","10719","null","0"
"5","14","windows_chrome","15","24","3","Dr1NTvprdN1RFt","Reading_F_Rectangle","300","250","0","0","31","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","12","windows_chrome","374","375","2","b5107f85f1bf101f94acc4249c6fe557","3744772401","300","250","OtherView","Na","5","10722","null","0"
"6","6","windows_chrome","134","135","2","674e0cd7ada7488f0a517a0b0e588bf3","699268413","250","250","OtherView","Na","5","12620","null","0"
"1","21","windows_chrome","216","234","2","56b1d41d1fb1a0d5fda5de49ee197792","152655236","300","250","FirstView","Na","5","10722","null","0"
"1","16","windows_chrome","164","177","2","trqRTvdaQ9s71m58uG","1401387107","468","60","2","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"2","18","windows_chrome","216","219","2","trqRTv5YBQFY1m58uG","413814709","468","60","2","0","5","612599432d200b093719dd1f372f7a30","bebefa5efe83beee17a3d245e7c5085b","0"
"2","12","windows_chrome","94","105","2","6fc7e0157b4dc21de34c0d12955bee10","785039067","728","90","FirstView","Na","5","10719","null","0"
"5","17","windows_ie","15","23","2","trqRTvMJMNmIgMK-JMpENpn","18817486","728","90","2","0","5","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"5","5","windows_ie","40","43","4","ea61664e527904b673682900f04e0c46","9223372032560501877","300","250","SecondView","Na","0","10722","null","0"
"4","12","windows_ie","216","217","2","trqRTuToMTNUjM9r5rMi","433287550","468","60","1","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"0","3","windows_ie","216","230","2","13625cb070ffb306b425cd803c4b7ab4","1548783626","300","250","OtherView","Na","67","7323","null","0"
"6","15","android_safari","394","394","1","null","mm_25531301_2394807_9273405","300","250","2","1","0","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","13","windows_chrome","216","233","2","e67f000215955f7c5c57010fa9e7aa9c","1564445894","336","280","OtherView","Na","5","7326","null","0"
"2","10","android_safari","216","217","1","trqRTuNoGTlyDok4JKTI","mm_10848886_2920209_10269663","950","90","1","1","0","fa8f0532dd5144b5fa748459e8d90b49","0f951a030abdaedd733ee8d114ce2944","0"
"6","21","windows_ie","276","277","2","trqRTuTEM9EyDZc4JKTI","1497278934","336","280","2","0","5","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","6","windows_ie","201","212","3","31drTvprdN1RFt","Edu_F_Width1","1000","90","0","0","50","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","12","windows_ie","94","100","1","5F97t5E0BTK7XhNrUMpENpn","mm_10027070_118039_9659846","728","90","2","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","1","windows_ie","134","139","3","369fbd5dd0636d8b3e8199bf027854b1","discuz_18316225_004","728","90","Na","Na","20","10719","null","0"
"6","18","windows_ie","0","0","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"6","0","windows_ie","238","245","1","tK1NTu1YP5scFsf","mm_10075660_3500949_11453278","950","90","0","1","0","23d6dade7ed21cea308205b37594003e","b2e35064f3549d447edbbdfb1f707c8c","0"
"2","12","windows_chrome","146","150","3","dd4270481b753dde29898e27c7c03920","ALLINONE_F_Width1","1000","90","Na","Na","70","10734","null","0"
"5","8","windows_chrome","164","174","3","DD1SqS9rg5scFsf","Auto_F_Rectangle","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"0","0","windows_ie","216","217","2","3K1Nl5doMIq81YqovAFsqxMzmw","575780133","468","60","1","0","5","2f88fc9cf0141b5bbaf251cab07f4ce7","361e128affece850342293213691a043","0"
"6","8","windows_ie","65","74","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"5","0","windows_chrome","216","222","1","trqRTvdSg6l91m58uG","mm_10277709_2522943_9954806","950","90","0","1","0","cc9b344e950b4f8c2b96537174a343b7","d29e59bf0f7f8243858b8183f14d4412","0"
"6","18","windows_ie","333","334","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"2","15","windows_chrome","216","217","2","trqRTuMvjTN7X9KbuKz","3195670606","728","90","0","0","59","7184c9560e68e977187e67e45a4f3198","0f951a030abdaedd733ee8d114ce2944","0"
"0","23","windows_ie","374","386","1","trqRTJdmBqT71m58uG","mm_10012625_2411961_9431518","728","90","1","1","0","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","10","windows_ie","79","79","3","31xSTvprdN1RFt","Ent_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","windows_chrome","3","13","2","aedc85a495b5fc0aaa4f5ac9254b7372","3175797632","120","600","OtherView","Na","180","12611","null","0"
"2","14","windows_ie","374","399","1","abf71afb253e42ed5ccd7ccccdcb4d00","mm_10024662_3445902_11178345","336","280","SecondView","Na","0","10720","null","0"
"4","0","windows_ie","65","68","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","13606a7c541dcd9ca1948875a760bb31","d29e59bf0f7f8243858b8183f14d4412","0"
"2","15","windows_ie","15","23","2","trqRTuMvjTN7X9KbuKz","2536830969","728","90","0","0","162","b90c12ed2bd7950c6027bf9c6937c48a","361e128affece850342293213691a043","0"
"3","23","windows_chrome","15","22","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"6","23","windows_ie","55","57","1","lD1Nt187Ovls1m58uG","mm_34061467_3440569_11228047","300","250","0","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"0","16","windows_chrome","276","282","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"3","15","windows_chrome","164","165","3","3FKElpuEMusyJqKbuKz","Fashion_F_Width1","1000","90","0","0","20","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"5","18","windows_ie","80","84","2","trqRTv50BQ5cFsK_wJ5zcud_M91H0H","1660656370","250","250","2","0","5","1a43f1ff53f48573803d4a3c31ebc163","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","9","windows_chrome","124","125","3","3KFal19xGq1m1YdI5SqfNX","Digital_F_Width1","1000","90","0","0","31","c46090c887c257b61ab1fa11baee91d8","0f951a030abdaedd733ee8d114ce2944","0"
"4","15","windows_ie","216","222","1","16076f675c38d669d66869a5dd41aba8","mm_10989163_978818_9951228","620","60","ThirdView","Na","0","12625","null","0"
"1","21","windows_firefox","0","0","4","4f053630853ad82ca2f6ce9c9fcb1a67","9223372032560337692","960","90","FirstView","Na","0","10717","null","0"
"2","0","windows_ie","298","299","1","trqRTudNB9qo1m58uG","mm_10027053_3416880_11042070","950","90","255","1","0","cc9b344e950b4f8c2b96537174a343b7","d29e59bf0f7f8243858b8183f14d4412","0"
"2","18","windows_chrome","238","238","3","dd4270481b753dde29898e27c7c03920","Ent_F_Width1","1000","90","Na","Na","70","10734","null","0"
"5","13","windows_ie","55","56","2","f163e021d7f5977e054099d9239a0a2","29738932","300","250","FirstView","Na","5","12622","null","0"
"1","15","windows_chrome","216","227","2","29a0df362998eac8246673f883c330b1","454400003","728","90","OtherView","Na","5","7330","null","0"
"4","21","windows_chrome","146","156","3","3FKElpuEMusyJqKbuKz","ALLINONE_F_Width1","1000","90","0","0","70","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","10","windows_ie","80","87","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_bottom_Width","1000","90","0","0","20","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"2","8","windows_ie","253","254","2","trqRTuxvG6243NKbuKz","3715883166","728","90","1","0","5","80446133fda50388678789e3ebd9fdb1","d29e59bf0f7f8243858b8183f14d4412","0"
"4","14","windows_ie","106","107","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"1","0","windows_ie","216","219","1","20fc675468712705dbf5d3eda94126da","mm_10982364_973726_8930541","300","250","FourthView","Na","0","7323","null","0"
"3","8","windows_chrome","216","219","2","94046f4e633aa0e14d6390339afbd3b7","1222852712","728","90","FirstView","Na","5","10719","null","0"
"5","15","android_safari","2","2",,"null","1","320","50","FirstView","Na","25","12782","null","0"
"5","0","windows_ie","124","127","1","trqRTummPvas1m58uG","mm_10058411_2865562_9929053","300","250","2","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"4","10","windows_ie","1","1","2","trqRTu1yMI5o1m58uG","2141208056","250","250","2","0","5","7097e4210dea4d69f07f0f5e4343529c","361e128affece850342293213691a043","0"
"1","13","windows_ie","94","95","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","18","windows_ie","80","85","1","fcfd48a2686ade02029c16e3763d28b6","mm_14172025_2364574_13394364","728","90","Na","Na","0","12627","null","0"
"0","8","windows_ie","216","222","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"0","18","windows_ie","276","278","2","trqRTJkrXTq8wTK4wJB","1207568570","300","250","1","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"5","11","windows_ie","106","123","3","5F1RQS9rg5scFsf","News_F_bottom_Width","1000","90","0","0","31","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"0","23","android_safari","216","219",,"null","1","320","50","FirstView","Na","6","12987","null","0"
"2","15","windows_ie","253","254","2","trqRTud0G9TRJhB4JKTI","1996086734","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","22","windows_ie","3","3","1","trqRTJLrP6js1m58uG","mm_14353398_2041247_11183519","336","280","0","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"1","19","mac_safari","3","4","2","a3791f19e0b3a69372ce8384a99ce7fe","4256969416","728","90","FirstView","Na","5","10719","null","0"
"4","19","windows_chrome","94","97","2","eKMbGpf0G99f1m54","2284287735","300","250","0","0","8","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"4","15","windows_chrome","80","90","3","4ce327949e10ddb9ef347c368476c216","discuz_5364009_007","120","240","Na","Na","40","12610","null","0"
"6","15","windows_ie","275","275","2","trqRTup0jQ1vXmMW5SqfNX","451125465","336","280","2","0","5","f65c8bdb41e9015970bac52baa813239","9be83422522025c09a44593ecd1af8ca","0"
"1","21","windows_chrome","216","218","2","trqRTuMvjTN7X9KbuKz","2483895242","160","600","0","0","140","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"6","11","windows_ie","276","288","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","832b91d59d0cb5731431653204a76c0e","bebefa5efe83beee17a3d245e7c5085b","0"
"5","11","windows_chrome","201","202","1","e7c43fe132354916ae317b66d0b8afd2","mm_12712107_1718689_9016414","336","280","FirstView","Na","0","10720","null","0"
"1","22","windows_ie","3","5","1","tFKETuqyMo1mjMp45SqfNX","mm_11402872_1272384_3182279","300","250","1","1","0","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"1","22","windows_ie","183","183","2","trqRTv14MqTR1m58uG","4023454776","300","250","1","0","5","911b2d84826786018761e8c0b0a3a60c","d29e59bf0f7f8243858b8183f14d4412","0"
"0","19","windows_ie","106","110","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"3","11","windows_chrome","79","79","3","tFFJGS90GQF81YdI5SqfNX","PD_PL_F_bottom_Width","960","90","0","0","20","011c1a3d4d3f089a54f9b70a4c0a6eb3","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","16","windows_ie","1","1","2","9f29c106b1894764ef88815ff2d43e2a","1709226045","728","90","OtherView","Na","5","10719","null","0"
"6","23","windows_chrome","164","165","2","DFpETuN9Gq591m58uG","3877160381","728","90","2","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"5","14","windows_chrome","1","1","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"6","13","windows_chrome","106","107","3","31drTvprdN1RFt","Edu_F_Width1","1000","90","0","0","50","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"6","21","windows_ie","183","194","2","3K9RquSEQqk7gh5mumpWUvj","1814742147","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","23","windows_chrome","216","222","3","tK1jlK9rg5scFsf","ALLINONE_F_Width1","1000","90","0","0","70","a10c31a8ff5f42930b4c34035e523886","d29e59bf0f7f8243858b8183f14d4412","0"
"5","15","windows_chrome","275","275","3","ersbQv1RdoTy1m58uG","Sports_F_bottom_Width","1000","90","0","0","20","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"1","21","windows_ie","146","159","2","DFpETvprMq1c1m58uG","2999499097","728","90","1","0","89","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"4","0","windows_ie","164","165","1","trqRTuqUGZc7gsk","mm_12062233_2267501_10873713","160","600","0","1","0","fe222c13e927077ad3ea087a92c0935c","d29e59bf0f7f8243858b8183f14d4412","0"
"5","16","windows_chrome","146","160","4","1164f4caea2d39bc9dcc8dd22bb0e5c8","9223372032560960619","960","90","FirstView","Na","0","10717","null","0"
"1","20","windows_chrome","124","126","1","null","mm_10027070_2459574_9659312","160","600","2","1","0","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"2","10","windows_chrome","1","1","1","51FNTudNBqsvjMmfvspENpn","mm_10012236_2810451_9855498","300","250","0","1","0","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"5","10","windows_chrome","94","95","3","dd4270481b753dde29898e27c7c03920","Ent_Width4","1000","90","Na","Na","10","10734","null","0"
"2","14","windows_ie","216","219","3","3KFal19xGq1m1YdI5SqfNX","ALLINONE_F_Width1","1000","90","0","0","70","a10c31a8ff5f42930b4c34035e523886","d29e59bf0f7f8243858b8183f14d4412","0"
"6","18","windows_ie","134","135","2","trqRTvprB9b7gsz","2880970775","300","250","2","0","5","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","16","windows_ie","164","175","1","DFF4V19RQqsNgMb4uSFK","mm_10839307_2308336_9004871","300","250","2","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"1","10","windows_ie","275","275","3","79a8816bf916f6e761143c4f8a826fd","Finance_GGCX_F_GPJJ_ZQ1","180","600","Na","Na","20","12615","null","0"
"4","19","windows_ie","79","79","1","trqRTvFoMNmIFY5SaMpENpn","mm_10029307_121417_10790029","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"6","16","windows_chrome","308","309","1","null","mm_30232185_2681382_11197080","950","90","0","1","0","c938195f9e404b4f38c7e71bf50263e5","a3becb967c015e9acb5e72f22b100ef8","0"
"5","14","windows_chrome","216","219","1","3ad536e5bd3cb65a4312c3eea66b6911","mm_10075660_3500949_13246056","950","90","Na","Na","0","7333","null","0"
"4","10","windows_ie","164","167","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Rectangle","300","250","0","0","10","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"6","11","android_safari","216","222",,"null","1","320","50","FirstView","Na","6","12987","null","0"
"6","0","windows_chrome","94","104","1","trqRTvpogNlyDok4JKTI","mm_10032051_2374052_9433729","300","250","1","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"6","23","windows_chrome","1","1","3","ersbQv1RdoTy1m58uG","Sports_F_Width1","1000","90","0","0","20","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"6","17","windows_ie","201","207","1","trqRTJubX5scFsf","mm_14539978_2071324_8355258","300","250","1","1","0","44966cc8da1ed40c95d59e863c8c75f0","361e128affece850342293213691a043","0"
"6","13","windows_ie","374","375","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","10","windows_ie","3","8","3","31xSTvprdN1RFt","Ent_F_bottom_Width","1000","90","0","0","20","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"3","9","windows_chrome","94","97","4","99048e7e4bcd68def6e12fa1e1350d75","9223372032561083563","300","250","SecondView","Na","0","10722","null","0"
"1","19","windows_ie","80","81","3","dd4270481b753dde29898e27c7c03920","Ent_F_Width1","1000","90","Na","Na","70","12633","null","0"
"2","15","windows_ie","146","148","2","trqRTJlIP6c7gspy","2122073601","728","90","1","0","5","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"5","17","windows_ie","15","24","1","trqRTu1ojqN-gMKzwFnWvpdh","mm_10028331_120124_10387014","950","90","255","1","0","d5cecca9a6cbd7a0a48110f1306b26d1","d29e59bf0f7f8243858b8183f14d4412","0"
"2","16","windows_ie","79","79","3","5F1RQS9rg5scFsf","tips_F_Width1","1000","90","0","0","70","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"0","14","windows_ie","216","224","3","3043163ba84753b4b51dd3290caeae67","tips_F_Width2","1000","90","Na","Na","50","7336","null","0"
"5","3","windows_ie","27","31","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Rectangle","300","250","0","0","10","00fccc64a1ee2809348509b7ac2a97a5","b2e35064f3549d447edbbdfb1f707c8c","0"
"4","9","windows_ie","201","206","2","trqRTudNBqsoJsMxuAurN5x_bZjiYd56","2517517799","728","90","2","0","144","48f2e9ba15708c0146bda5e1dd653caa","bebefa5efe83beee17a3d245e7c5085b","0"
"3","0","windows_ie","344","355","1","trqRTvFRLpscFU","mm_10027070_2459574_9659312","160","600","2","1","0","dba9860463419dcd6c1b0152dfe7314c","d29e59bf0f7f8243858b8183f14d4412","0"
"6","14","windows_ie","3","8","3","79a8816bf916f6e761143c4f8a826fd","Finance_GGCX_F_GPJJ_ZQ1","180","600","Na","Na","20","12615","null","0"
"4","16","windows_ie","106","115","3","3FF-e59aG5syJqKbuKz","Finance_F_Rectangle","300","250","0","0","50","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"6","21","android_safari","146","147",,"null","1","320","50","FirstView","Na","99","12987","null","0"
"1","18","mac_chrome","80","81","2","trqRTuSJXTKIJmmfUdpENpn","625176946","160","600","2","0","5","47905feeb59223468fb898b3c9ac024d","361e128affece850342293213691a043","0"
"2","13","windows_chrome","124","125","2","3F9-GK9aBTN7ggE4JKTI","2339262912","300","250","1","0","5","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"4","22","windows_ie","333","334","2","trqRTuMvjTN7X9KbuKz","1554537775","160","600","0","0","140","cb7c76e7784031272e37af8e7e9b062c","bebefa5efe83beee17a3d245e7c5085b","0"
"5","15","windows_chrome","164","181","3","31xSTvprdN1RFt","Ent_F_bottom_Width","1000","90","0","0","20","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","17","windows_chrome","201","207","2","trqRTuMvjTN7X9KbuKz","1493268197","728","90","0","0","148","4ad7e35171a3d8de73bb862791575f2e","d29e59bf0f7f8243858b8183f14d4412","0"
"2","1","windows_ie","1","1","1","bb64f36efb79bf435f5b8046d148e3c2","mm_10060375_167771_10877924","950","90","Na","Na","0","10718","null","0"
"2","1","windows_ie","1","1","1","bb64f36efb79bf435f5b8046d148e3c2","mm_10060375_167771_10877924","950","90","Na","Na","0","10718","null","0"
"5","9","windows_ie","134","143","2","trqRTuMyBq1mwMmmwFpRqxdi-i","1163651500","336","280","2","0","5","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"4","10","windows_ie","146","159","3","31xSTvprdN1RFt","Ent_F_Upright","300","250","0","0","50","a499988a822facd86dd0e8e4ffef8532","bebefa5efe83beee17a3d245e7c5085b","0"
"4","10","windows_chrome","216","217","1","trqRTu59Qq8s1m58uG","mm_17010637_3076469_10300058","300","250","2","1","0","d881a6c788e76c2c27ed1ef04f119544","d29e59bf0f7f8243858b8183f14d4412","0"
"1","19","windows_chrome","276","288","4","1164f4caea2d39bc9dcc8dd22bb0e5c8","9223372032560960619","960","90","FirstView","Na","0","10717","null","0"
"5","14","windows_chrome","134","138","1","trqRTJkrBoq7JsNr5SqfNX","mm_34022157_3445226_11175096","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
"5","14","windows_chrome","55","56","3","DDTSQuf0MTTNaqKIvMpENpn","Astro_F_Upright","300","250","0","0","20","44966cc8da1ed40c95d59e863c8c75f0","43f4a37f42a7c5e6219e2601b26c6976","0"
"4","19","windows_ie","1","1","3","ersbQv1RdoTy1m58uG","ALLINONE_F_Width1","1000","90","0","0","70","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"5","9","windows_ie","80","83","2","trqRTvp-je2WkTKbuKz","3526834484","728","90","0","0","5","59f065a795a663140e36eec106464524","f4a09c06b67d0fcce088ee6e86ca052a","0"
"1","15","windows_ie","94","99","1","trqRTvMJgIl7gsz","mm_32875384_3406520_10985748","300","250","1","1","0","449a22cd91d9042eda3d3a1b89a22ea8","0f951a030abdaedd733ee8d114ce2944","0"
"3","12","mac_safari","216","229","3","3043163ba84753b4b51dd3290caeae67","News_F_Rectangle","300","250","Na","Na","80","10722","null","0"
"1","13","windows_ie","216","219","2","null","4023512305","336","280","1","0","5","f49541b4e0999d0c934ee3eea142a60e","0f951a030abdaedd733ee8d114ce2944","0"
"6","10","windows_ie","15","17","2","trqRTuMvjTN7X9KbuKz","2483895242","160","600","0","0","140","80a776343079ed94d424f4607b35fd39","aa4976c67db0f076c563a29f6697928b","0"
"4","11","windows_chrome","27","29","2","3K9RquSEQqk7gh5mumpWUvj","1279818921","300","250","2","0","5","e1af08818a6cd6bbba118bb54a651961","a5d0bde104fea52ea466c77b37948424","0"
"4","22","windows_chrome","276","277","3","3FKElpuEMusyJqKbuKz","Fashion_F_Width1","1000","90","0","0","20","d01411218cc79bc49d2a4078c4093b76","b2e35064f3549d447edbbdfb1f707c8c","0"
"1","19","windows_ie","276","287","4","e35669fbd3a18d67c279a674da27bc96","9223372032560826658","160","600","FirstView","Na","0","10733","null","0"
"4","15","windows_chrome","146","155","2","ffaa532db1d0d58bd55692a3fce9f41b","1130440946","200","200","OtherView","Na","13","12616","null","0"
"2","21","windows_chrome","146","161","3","31xSTvprdN1RFt","ALLINONE_F_Width2","1000","90","0","0","50","86c2543527c86a893d4d4f68810a0416","43f4a37f42a7c5e6219e2601b26c6976","0"
"1","18","windows_chrome","333","334","3","c686bfc01abf7688c42989656316a8ea","ALLINONE_F_Pop","300","250","Na","Na","70","10722","null","0"
"6","0","mac_chrome","216","222","3","5F1RQS9rg5scFsf","News_F_Width1","1000","90","0","0","80","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"6","18","windows_ie","1","1","3","ersbQv1RdoTy1m58uG","Sports_F_Width1","1000","90","0","0","20","0cd33fcb336655841d3e1441b915748d","c8758e8658b05bc3a88af7b37bdf0575","0"
"5","14","windows_chrome","275","275","2","trqRTuMvjTN7X9KbuKz","2483895242","160","600","0","0","140","fe222c13e927077ad3ea087a92c0935c","d29e59bf0f7f8243858b8183f14d4412","0"
"4","8","windows_ie","253","254","1","DFpETuxoGQdcFNKbuKz","mm_10024662_3445902_11178345","336","280","2","1","0","77819d3e0b3467fe5c7b16d68ad923a1","bebefa5efe83beee17a3d245e7c5085b","0"
